TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
50,2022-01-01,1073,1817,85.33,0
51,2022-01-01,1396,5590,16.16,0
52,2022-01-01,8,2668,2.08,0
53,2022-01-01,1854,6745,20.5,0
54,2022-01-01,786,1697,46.77,0
55,2022-01-01,535,5715,5.83,0
56,2022-01-01,1401,2065,44.84,0
57,2022-01-01,2166,2151,16.41,0
58,2022-01-01,2839,3392,48.03,0
59,2022-01-01,1332,2681,76.44,0
60,2022-01-01,1799,278,62.76,0
61,2022-01-01,655,1936,96.89,0
62,2022-01-01,2342,6066,13.1,0
63,2022-01-01,1974,6267,22.45,0
64,2022-01-01,447,3226,91.8,0
65,2022-01-01,1608,1194,51.65,0
66,2022-01-01,408,4853,23.41,0
67,2022-01-01,973,1380,47.74,0
68,2022-01-01,1708,2761,37.68,0
69,2022-01-01,1037,4585,58.98,0
70,2022-01-01,1697,1540,35.01,0
71,2022-01-01,1151,1388,98.12,0
72,2022-01-01,1321,6281,100.18,0
73,2022-01-01,2387,741,34.56,0
74,2022-01-01,724,3164,90.91,0
75,2022-01-01,2753,1294,48.24,0
76,2022-01-01,1028,5189,37.29,0
77,2022-01-01,2570,393,64.93,0
78,2022-01-01,2039,6645,1.92,0
79,2022-01-01,524,2280,97.85,0
80,2022-01-01,230,3847,18.93,0
81,2022-01-01,1193,4282,64.0,0
82,2022-01-01,1457,2235,33.16,0
83,2022-01-01,2431,4642,45.58,0
84,2022-01-01,1453,6534,43.45,0
85,2022-01-01,2716,187,17.01,0
86,2022-01-01,1958,6254,108.07,0
87,2022-01-01,2902,4516,78.72,0
88,2022-01-01,2391,1116,63.52,0
89,2022-01-01,1843,4448,65.86,0
90,2022-01-01,2608,6563,65.08,0
91,2022-01-01,1802,5757,24.19,0
92,2022-01-01,731,1001,57.3,0
93,2022-01-01,955,3072,40.17,0
94,2022-01-01,1254,1217,54.81,0
95,2022-01-01,569,215,88.55,0
96,2022-01-01,2081,501,31.15,0
97,2022-01-01,474,458,10.67,0
98,2022-01-01,398,4145,8.8,0
99,2022-01-01,55,1123,35.06,0
100,2022-01-01,1877,1735,44.35,0
101,2022-01-01,850,4375,86.04,0
102,2022-01-01,1759,6885,104.19,0
103,2022-01-01,159,3924,54.22,0
104,2022-01-01,2352,4102,23.28,0
105,2022-01-01,531,4656,49.68,0
106,2022-01-01,865,4067,42.46,0
107,2022-01-01,1263,2304,24.57,0
108,2022-01-01,1548,4996,68.77,0
109,2022-01-01,1432,3172,125.95,0
110,2022-01-01,1312,6643,7.35,0
111,2022-01-01,2971,6724,30.3,0
112,2022-01-01,1172,3742,28.15,0
113,2022-01-01,1964,969,5.41,0
114,2022-01-01,2701,5081,49.36,0
115,2022-01-01,749,3489,151.75,0
116,2022-01-01,819,1222,75.38,0
117,2022-01-01,2839,3392,60.52,0
118,2022-01-01,2946,4542,17.26,0
119,2022-01-01,825,1014,83.55,0
120,2022-01-01,1093,5262,17.06,0
121,2022-01-01,2811,635,99.52,0
122,2022-01-01,1440,2663,64.71,0
123,2022-01-01,1631,214,37.45,0
124,2022-01-01,354,1872,22.84,0
125,2022-01-01,1913,4962,105.05,0
126,2022-01-01,1075,6683,5.94,0
127,2022-01-01,1894,1487,6.6,0
128,2022-01-01,220,5078,110.42,0
129,2022-01-01,953,2252,17.3,0
130,2022-01-01,2081,6325,67.28,0
131,2022-01-01,2152,5225,67.34,0
132,2022-01-01,423,1700,30.29,0
133,2022-01-01,1545,3992,57.73,0
134,2022-01-01,447,2245,94.1,0
135,2022-01-01,2326,917,49.37,0
136,2022-01-01,2121,1507,97.68,0
137,2022-01-01,2235,2661,47.13,0
138,2022-01-01,851,3341,29.43,0
139,2022-01-01,30,2962,171.78,0
140,2022-01-01,1143,3311,62.02,0
141,2022-01-01,1953,3254,73.95,0
142,2022-01-01,671,5578,7.72,0
143,2022-01-01,1597,6136,146.05,0
144,2022-01-01,574,2472,58.26,0
145,2022-01-01,2806,6671,26.31,0
146,2022-01-01,1432,3796,106.4,0
147,2022-01-01,340,3513,31.55,0
148,2022-01-01,2164,2860,95.28,0
149,2022-01-01,1106,4645,25.87,0
150,2022-01-01,270,6954,10.78,0
151,2022-01-01,497,6232,28.96,0
152,2022-01-01,1935,358,5.53,0
153,2022-01-01,988,4823,80.62,0
154,2022-01-01,358,1389,74.36,0
155,2022-01-01,758,2906,13.69,0
156,2022-01-01,1438,6568,19.08,0
157,2022-01-01,1854,4032,19.19,0
158,2022-01-01,1799,1349,108.76,0
159,2022-01-01,2336,5135,136.87,0
160,2022-01-01,177,6118,24.14,0
161,2022-01-01,2953,3494,90.53,0
162,2022-01-01,2337,4825,3.38,0
163,2022-01-01,1460,4692,52.43,0
164,2022-01-01,881,5759,17.33,0
165,2022-01-01,2644,4171,105.69,0
166,2022-01-01,2006,827,60.42,0
167,2022-01-01,863,5944,135.33,0
168,2022-01-01,2991,6993,16.66,0
169,2022-01-01,286,3678,19.79,0
170,2022-01-01,1266,4098,29.16,0
171,2022-01-01,865,4759,20.26,0
172,2022-01-01,340,837,10.24,0
173,2022-01-01,139,6886,119.38,0
174,2022-01-01,632,5176,33.43,0
175,2022-01-01,1528,1374,57.07,0
176,2022-01-01,2019,4646,18.37,0
177,2022-01-01,1898,1920,20.05,0
178,2022-01-01,204,1095,73.44,0
179,2022-01-01,2255,132,61.8,0
180,2022-01-01,1718,4044,6.41,0
181,2022-01-01,1438,5273,20.52,0
182,2022-01-01,2139,5985,42.25,0
183,2022-01-01,884,1324,46.13,0
184,2022-01-01,1151,1756,70.54,0
185,2022-01-01,2988,1427,10.73,0
186,2022-01-01,856,55,34.44,0
187,2022-01-01,2557,2494,16.25,0
188,2022-01-01,59,2045,40.21,0
189,2022-01-01,2730,2337,33.85,0
190,2022-01-01,1655,4115,65.63,0
191,2022-01-01,1557,5768,57.73,0
192,2022-01-01,2558,5413,122.72,0
193,2022-01-01,1447,596,91.13,0
194,2022-01-01,2555,3264,69.39,0
195,2022-01-01,2418,5201,6.61,0
196,2022-01-01,128,4793,96.68,0
197,2022-01-01,2957,1968,63.49,0
198,2022-01-01,2315,6882,149.41,0
199,2022-01-01,2900,6642,26.41,0
200,2022-01-01,2754,2835,73.85,0
201,2022-01-01,2697,6839,17.47,0
202,2022-01-01,1604,6839,18.73,0
203,2022-01-01,2477,2072,37.06,0
204,2022-01-01,2808,851,104.31,0
205,2022-01-01,563,5947,74.29,0
206,2022-01-01,458,5238,6.45,0
207,2022-01-01,1503,4955,41.03,0
208,2022-01-01,517,4502,44.06,0
209,2022-01-01,1851,2566,94.69,0
210,2022-01-01,418,1715,175.25,0
211,2022-01-01,528,297,95.49,0
212,2022-01-01,1692,2082,63.1,0
213,2022-01-01,2912,298,13.27,0
214,2022-01-01,1340,4191,23.44,0
215,2022-01-01,53,4204,2.32,0
216,2022-01-01,1061,4905,71.46,0
217,2022-01-01,2522,3127,42.19,0
218,2022-01-01,2033,1556,49.8,0
219,2022-01-01,2353,2696,24.96,0
220,2022-01-01,842,6238,8.84,0
221,2022-01-01,2551,6534,26.57,0
222,2022-01-01,2086,6357,43.19,0
223,2022-01-01,1882,5592,97.24,0
224,2022-01-01,576,6196,146.32,0
225,2022-01-01,1373,2375,116.64,0
226,2022-01-01,1393,2773,8.83,0
227,2022-01-01,2889,5427,53.76,0
228,2022-01-01,36,817,12.36,0
229,2022-01-01,1198,5658,16.99,0
230,2022-01-01,540,4739,56.79,0
231,2022-01-01,2383,3775,65.97,0
232,2022-01-01,930,4549,9.25,0
233,2022-01-01,2620,4241,16.57,0
234,2022-01-01,1739,1929,58.17,0
235,2022-01-01,2153,21,79.2,0
236,2022-01-01,77,4329,87.99,0
237,2022-01-01,1097,4983,51.46,0
238,2022-01-01,1802,6781,60.88,0
239,2022-01-01,2762,5420,73.22,0
240,2022-01-01,2932,2937,85.94,0
241,2022-01-01,555,4359,5.15,0
242,2022-01-01,2911,618,9.29,0
243,2022-01-01,2988,262,41.18,0
244,2022-01-01,1559,1090,23.96,0
245,2022-01-01,2217,1318,19.45,0
246,2022-01-01,2808,5907,86.85,0
247,2022-01-01,684,3568,48.97,0
248,2022-01-01,2573,2114,27.84,0
249,2022-01-01,2234,1022,96.36,0
250,2022-01-01,249,6111,35.61,0
251,2022-01-01,81,6609,83.99,0
252,2022-01-01,1627,2797,4.79,0
253,2022-01-01,776,3381,57.91,0
254,2022-01-01,1523,2305,51.29,0
255,2022-01-01,461,3067,52.19,0
256,2022-01-01,2248,2882,37.78,0
257,2022-01-01,1687,1546,41.98,0
258,2022-01-01,2667,334,81.95,0
259,2022-01-01,1902,239,22.35,0
260,2022-01-01,2382,5971,15.31,0
261,2022-01-01,1885,6500,17.81,0
262,2022-01-01,889,3058,10.89,0
263,2022-01-01,1203,2371,47.19,0
264,2022-01-01,1410,4549,86.27,0
265,2022-01-01,2149,2373,3.34,0
266,2022-01-01,2685,1497,32.81,0
267,2022-01-01,2445,4286,54.15,0
268,2022-01-01,2939,5356,37.09,0
269,2022-01-01,2161,6534,28.87,0
270,2022-01-01,2117,3352,140.7,0
271,2022-01-01,1213,6997,46.47,0
272,2022-01-01,721,4625,16.27,0
273,2022-01-01,2608,5184,40.66,0
274,2022-01-01,2333,336,22.87,0
275,2022-01-01,2507,4804,65.84,0
276,2022-01-01,1829,5435,35.99,0
277,2022-01-01,2205,5069,51.54,0
278,2022-01-01,261,1454,118.23,0
279,2022-01-01,786,4772,16.37,0
280,2022-01-01,2365,1456,82.38,0
281,2022-01-01,1826,737,160.4,0
282,2022-01-01,842,1081,9.18,0
283,2022-01-01,1129,3848,41.77,0
284,2022-01-01,354,620,26.61,0
285,2022-01-01,67,5799,125.0,0
286,2022-01-01,891,4564,84.67,0
287,2022-01-01,454,4763,21.37,0
288,2022-01-01,98,3717,1.71,0
289,2022-01-01,2722,3424,78.46,0
290,2022-01-01,2110,3425,54.67,0
291,2022-01-01,1719,3584,4.75,0
292,2022-01-01,2676,4941,60.62,0
293,2022-01-01,1614,2306,155.31,0
294,2022-01-01,111,2333,63.71,0
295,2022-01-01,2820,4585,51.87,0
296,2022-01-01,1638,5571,32.33,0
297,2022-01-01,380,1921,73.0,0
298,2022-01-01,1953,1663,118.85,0
299,2022-01-01,1722,3920,118.05,0
300,2022-01-01,2972,1801,95.49,0
301,2022-01-01,2030,3143,66.93,0
302,2022-01-01,423,4587,15.74,0
303,2022-01-01,2690,3670,35.73,0
304,2022-01-01,1473,2567,113.65,0
305,2022-01-01,532,1085,6.43,0
306,2022-01-01,204,3108,101.18,0
307,2022-01-01,2726,135,12.1,0
308,2022-01-01,2044,3054,56.65,0
309,2022-01-01,2581,4695,107.18,0
310,2022-01-01,1396,1282,6.07,0
311,2022-01-01,1894,4336,22.86,0
312,2022-01-01,2772,3651,118.85,0
313,2022-01-01,635,4585,1.93,0
314,2022-01-01,1449,508,41.99,0
315,2022-01-01,2337,6295,3.48,0
316,2022-01-01,979,3394,43.71,0
317,2022-01-01,1885,1150,30.58,0
318,2022-01-01,200,1936,85.63,0
319,2022-01-01,356,6290,34.76,0
320,2022-01-01,2406,5464,12.15,0
321,2022-01-01,873,1376,7.82,0
322,2022-01-01,1484,1413,18.41,0
323,2022-01-01,284,3896,39.33,0
324,2022-01-01,1988,1083,27.66,0
325,2022-01-01,395,3738,45.94,0
326,2022-01-01,161,6219,76.2,0
327,2022-01-01,792,4496,120.88,0
328,2022-01-01,38,4764,11.13,0
329,2022-01-01,495,1846,43.42,0
330,2022-01-01,2404,157,31.3,0
331,2022-01-01,440,1898,13.16,0
332,2022-01-01,870,3144,98.8,0
333,2022-01-01,2917,323,46.6,0
334,2022-01-01,345,2950,113.14,0
335,2022-01-01,1746,1275,93.67,0
336,2022-01-01,1686,2912,23.15,0
337,2022-01-01,818,4974,26.77,0
338,2022-01-01,1874,1487,13.85,0
339,2022-01-01,2931,5773,17.99,0
340,2022-01-01,1503,5948,32.13,0
341,2022-01-01,803,1843,73.98,0
342,2022-01-01,35,5499,65.09,0
343,2022-01-01,2818,6835,49.25,0
344,2022-01-01,2425,3472,166.75,0
345,2022-01-01,769,89,34.19,0
346,2022-01-01,2991,536,33.61,0
347,2022-01-01,2916,6755,49.49,0
348,2022-01-01,795,5563,33.76,0
349,2022-01-01,382,2464,5.05,0
350,2022-01-01,1068,4786,96.25,0
351,2022-01-01,2148,818,5.77,0
352,2022-01-01,1859,3326,60.21,0
353,2022-01-01,1906,3954,60.28,0
354,2022-01-01,874,2365,26.9,0
355,2022-01-01,471,4265,5.1,0
356,2022-01-01,2390,3149,45.67,0
357,2022-01-01,632,1108,29.48,0
358,2022-01-01,131,474,46.95,0
359,2022-01-01,1419,5477,54.54,0
360,2022-01-01,247,3088,10.8,0
361,2022-01-01,1427,6827,17.87,0
362,2022-01-01,2573,1735,40.43,0
363,2022-01-01,888,5969,51.37,0
364,2022-01-01,1199,5436,28.49,0
365,2022-01-01,2514,1049,26.73,0
366,2022-01-01,1410,5434,1.18,0
367,2022-01-01,818,5885,95.04,0
368,2022-01-01,1052,6492,115.19,0
369,2022-01-01,418,1117,110.97,0
370,2022-01-01,476,4121,41.69,0
371,2022-01-01,356,2603,124.43,0
372,2022-01-01,183,2964,64.92,0
373,2022-01-01,1161,3649,10.64,0
374,2022-01-01,1086,3676,92.95,0
375,2022-01-01,36,206,16.18,0
376,2022-01-01,2999,5629,131.39,0
377,2022-01-01,186,2658,53.31,0
378,2022-01-01,410,138,80.97,0
379,2022-01-01,162,2864,54.81,0
380,2022-01-01,318,6436,61.42,0
381,2022-01-01,388,3344,22.04,0
382,2022-01-01,2321,462,71.37,0
383,2022-01-01,1244,6422,35.76,0
384,2022-01-01,1587,5911,92.82,0
385,2022-01-01,658,276,42.79,0
386,2022-01-01,2682,6770,45.3,0
387,2022-01-01,148,6667,42.91,0
388,2022-01-01,1347,5175,41.46,0
389,2022-01-01,1502,5670,20.13,0
390,2022-01-01,1821,4338,96.73,0
391,2022-01-01,2234,1007,182.42,0
392,2022-01-01,2275,3090,16.16,0
393,2022-01-01,424,1958,4.3,0
394,2022-01-01,2150,3709,46.04,0
395,2022-01-01,632,328,22.05,0
396,2022-01-01,2877,2778,165.72,0
397,2022-01-01,2289,2547,108.1,0
398,2022-01-01,1188,5748,48.43,0
399,2022-01-01,2570,40,35.58,0
400,2022-01-01,28,2346,84.23,0
401,2022-01-01,2816,4819,7.79,0
402,2022-01-01,2768,6425,154.1,0
403,2022-01-01,1072,6382,48.9,0
404,2022-01-01,597,2154,36.06,0
405,2022-01-01,1604,4451,82.96,0
406,2022-01-01,255,6860,67.37,0
407,2022-01-01,2843,6997,15.12,0
408,2022-01-01,322,5573,41.56,0
409,2022-01-01,1159,4897,62.97,0
410,2022-01-01,1158,714,19.52,0
411,2022-01-01,2141,4127,49.51,0
412,2022-01-01,2092,5679,61.02,0
413,2022-01-01,1282,799,18.18,0
414,2022-01-01,1944,2374,13.45,0
415,2022-01-01,1795,663,36.17,0
416,2022-01-01,1931,45,19.47,0
417,2022-01-01,69,5784,60.86,0
418,2022-01-01,1276,2188,36.5,0
419,2022-01-01,1037,5391,44.79,0
420,2022-01-01,679,6036,49.37,0
421,2022-01-01,2527,5394,65.49,0
422,2022-01-01,316,708,80.32,0
423,2022-01-01,120,3075,23.42,0
424,2022-01-01,1307,1225,52.55,0
425,2022-01-01,1932,5229,19.91,0
426,2022-01-01,1960,3333,19.74,0
427,2022-01-01,681,4055,52.95,0
428,2022-01-01,139,5457,70.87,0
429,2022-01-01,880,541,68.89,0
430,2022-01-01,2390,3701,47.99,0
431,2022-01-01,303,2183,55.83,0
432,2022-01-01,1038,3430,80.12,0
433,2022-01-01,2191,5529,33.45,0
434,2022-01-01,2418,5201,9.05,0
435,2022-01-01,2945,2577,125.66,0
436,2022-01-01,114,1265,27.86,0
437,2022-01-01,2463,1222,55.87,0
438,2022-01-01,1849,2872,139.39,0
439,2022-01-01,1698,5881,4.61,0
440,2022-01-01,1078,1493,64.79,0
441,2022-01-01,605,4462,27.71,0
442,2022-01-01,1730,3876,120.98,0
443,2022-01-01,349,5891,129.55,0
444,2022-01-01,157,4690,14.93,0
445,2022-01-01,2611,65,29.94,0
446,2022-01-01,1708,4554,35.93,0
447,2022-01-01,951,6951,17.11,0
448,2022-01-01,2707,2799,37.65,0
449,2022-01-01,2717,2353,9.44,0
450,2022-01-01,167,1694,24.29,0
451,2022-01-01,67,520,72.81,0
452,2022-01-01,2101,735,48.61,0
453,2022-01-01,635,3847,35.82,0
454,2022-01-01,1991,5148,93.24,0
455,2022-01-01,1119,591,104.65,0
456,2022-01-01,212,379,58.71,0
457,2022-01-01,2108,4144,91.09,0
458,2022-01-01,2482,4821,34.23,0
459,2022-01-01,2814,4144,55.05,0
460,2022-01-01,1128,6930,6.6,0
461,2022-01-01,140,423,116.7,0
462,2022-01-01,1235,3895,73.2,0
463,2022-01-01,541,2664,14.76,0
464,2022-01-01,2593,246,38.79,0
465,2022-01-01,1268,3097,129.21,0
466,2022-01-01,2599,816,45.65,0
467,2022-01-01,390,919,10.27,0
468,2022-01-01,650,4141,81.56,0
469,2022-01-01,778,4494,27.36,0
470,2022-01-01,1139,703,85.97,0
471,2022-01-01,1531,5021,49.27,0
472,2022-01-01,2780,5726,103.35,0
473,2022-01-01,2906,4287,33.62,0
474,2022-01-01,1714,167,59.81,0
475,2022-01-01,1792,4779,20.63,0
476,2022-01-01,2761,3198,34.92,0
477,2022-01-01,959,4149,27.54,0
478,2022-01-01,768,1757,91.79,0
479,2022-01-01,1505,668,23.02,0
480,2022-01-01,1487,3737,12.99,0
481,2022-01-01,25,6556,11.32,0
482,2022-01-01,1122,6923,7.5,0
483,2022-01-01,1948,5739,141.72,0
484,2022-01-01,2822,4614,181.95,0
485,2022-01-01,2282,2914,74.94,0
486,2022-01-01,2393,1975,12.59,0
487,2022-01-01,22,3710,19.85,0
488,2022-01-01,632,2425,28.15,0
489,2022-01-01,2259,6064,24.51,0
490,2022-01-01,1126,4552,52.84,0
491,2022-01-01,738,2637,17.83,0
492,2022-01-01,2553,1948,29.85,0
493,2022-01-01,2215,2349,26.07,0
494,2022-01-01,870,3144,106.67,0
495,2022-01-01,1039,1445,32.72,0
496,2022-01-01,1405,5242,6.07,0
497,2022-01-01,912,3935,86.42,0
498,2022-01-01,2157,5264,84.68,0
499,2022-01-01,1781,4322,52.26,0
500,2022-01-01,2508,2478,54.61,0
501,2022-01-01,2191,3294,71.88,0
502,2022-01-01,1795,4142,54.66,0
503,2022-01-01,630,4014,114.3,0
504,2022-01-01,354,1872,9.21,0
505,2022-01-01,2016,6991,31.98,0
506,2022-01-01,2549,393,34.91,0
507,2022-01-01,2703,5006,2.82,0
508,2022-01-01,789,5199,83.75,0
509,2022-01-01,412,4284,31.76,0
510,2022-01-01,2850,6030,7.24,0
511,2022-01-01,925,328,74.64,0
512,2022-01-01,840,2983,31.06,0
513,2022-01-01,318,6292,151.11,0
514,2022-01-01,1566,628,14.18,0
515,2022-01-01,2197,5128,0.36,0
516,2022-01-01,2080,3782,73.28,0
517,2022-01-01,1416,4817,96.59,0
518,2022-01-01,1580,417,19.61,0
519,2022-01-01,2778,6617,42.74,0
520,2022-01-01,329,5198,48.95,0
521,2022-01-01,2866,4346,15.83,0
522,2022-01-01,2887,4880,47.76,0
523,2022-01-01,1069,3496,66.06,0
524,2022-01-01,2575,3478,156.21,0
525,2022-01-01,1411,162,72.99,0
526,2022-01-01,1076,805,13.32,0
527,2022-01-01,1016,6590,19.15,0
528,2022-01-01,1975,2986,6.04,0
529,2022-01-01,1071,2233,5.8,0
530,2022-01-01,1364,6318,40.81,0
531,2022-01-01,2045,1860,64.9,0
532,2022-01-01,802,3997,67.08,0
533,2022-01-01,2690,4823,32.7,0
534,2022-01-01,656,5028,54.9,0
535,2022-01-01,1301,1072,18.82,0
536,2022-01-01,1894,5569,9.24,0
537,2022-01-01,2146,85,161.56,0
538,2022-01-01,312,2374,67.41,0
539,2022-01-01,2524,972,8.27,0
540,2022-01-01,1683,6703,29.45,0
541,2022-01-01,1252,5678,59.31,0
542,2022-01-01,81,4713,107.43,0
543,2022-01-01,1193,5223,99.4,0
544,2022-01-01,2492,4789,77.06,0
545,2022-01-01,493,5344,3.04,0
546,2022-01-01,152,5067,20.26,0
547,2022-01-01,625,4417,30.23,0
548,2022-01-01,771,4738,14.9,0
549,2022-01-01,1403,3685,83.88,0
550,2022-01-01,383,5526,40.85,0
551,2022-01-01,98,159,1.0,0
552,2022-01-01,1774,5601,13.48,0
553,2022-01-01,271,3942,13.55,0
554,2022-01-01,2800,6162,123.52,0
555,2022-01-01,1392,3903,52.73,0
556,2022-01-01,1107,6916,15.76,0
557,2022-01-01,462,665,20.98,0
558,2022-01-01,1210,6313,32.74,0
559,2022-01-01,924,6310,80.58,0
560,2022-01-01,1145,5687,40.04,0
561,2022-01-01,2635,1389,42.36,0
562,2022-01-01,1259,1874,14.19,0
563,2022-01-01,2465,4572,27.5,0
564,2022-01-01,2496,1143,85.67,0
565,2022-01-01,1834,3186,130.69,0
566,2022-01-01,2921,5431,145.8,0
567,2022-01-01,213,2549,183.17,0
568,2022-01-01,255,3817,52.18,0
569,2022-01-01,714,5861,77.71,0
570,2022-01-01,1204,3796,52.67,0
571,2022-01-01,2250,4116,88.2,0
572,2022-01-01,144,6602,71.77,0
573,2022-01-01,890,2767,161.88,0
574,2022-01-01,1579,1579,41.55,0
575,2022-01-01,2670,5437,27.69,0
576,2022-01-01,2263,1592,27.18,0
577,2022-01-01,122,2999,52.13,0
578,2022-01-01,2809,760,41.86,0
579,2022-01-01,1889,2655,147.57,0
580,2022-01-01,1608,2802,53.1,0
581,2022-01-01,2452,909,4.04,0
582,2022-01-01,690,4391,69.3,0
583,2022-01-01,1196,6938,7.41,0
584,2022-01-01,2671,1814,5.66,0
585,2022-01-01,2065,2440,62.92,0
586,2022-01-01,724,395,70.62,0
587,2022-01-01,4,1637,92.78,0
588,2022-01-01,826,3872,100.64,0
589,2022-01-01,515,3447,62.46,0
590,2022-01-01,2437,4631,52.19,0
591,2022-01-01,2607,6737,39.93,0
592,2022-01-01,2106,3509,27.32,0
593,2022-01-01,1953,3384,76.74,0
594,2022-01-01,488,1745,21.67,0
595,2022-01-01,155,5945,63.52,0
596,2022-01-01,694,441,27.19,0
597,2022-01-01,515,3447,72.15,0
598,2022-01-01,833,5583,19.94,0
599,2022-01-01,1386,2454,104.4,0
600,2022-01-01,64,5787,202.06,0
601,2022-01-01,1347,1175,22.65,0
602,2022-01-01,1304,2738,18.84,0
603,2022-01-01,1352,4828,21.5,0
604,2022-01-01,437,5489,95.42,0
605,2022-01-01,2197,5128,24.99,0
606,2022-01-01,2119,247,10.18,0
607,2022-01-01,859,4805,23.5,0
608,2022-01-01,477,5140,15.14,0
609,2022-01-01,2249,6321,92.01,0
610,2022-01-01,1800,3103,61.45,0
611,2022-01-01,2323,4711,28.45,0
612,2022-01-01,1099,3800,6.36,0
613,2022-01-01,81,6609,74.98,0
614,2022-01-01,865,612,35.95,0
615,2022-01-01,181,5428,27.11,0
616,2022-01-01,833,5635,40.87,0
617,2022-01-01,452,3019,67.81,0
618,2022-01-01,770,5409,124.37,0
619,2022-01-01,134,1655,48.95,0
620,2022-01-01,2350,4976,71.18,0
621,2022-01-01,1237,1559,17.97,0
622,2022-01-01,2345,6668,103.09,0
623,2022-01-01,188,5256,53.29,0
624,2022-01-01,1206,5879,14.28,0
625,2022-01-01,2863,6491,59.54,0
626,2022-01-01,2028,3347,43.44,0
627,2022-01-01,1793,155,84.35,0
628,2022-01-01,1210,894,46.01,0
629,2022-01-01,720,829,123.08,0
630,2022-01-01,1458,5604,20.88,0
631,2022-01-01,1102,1185,20.16,0
632,2022-01-01,1252,6490,32.75,0
633,2022-01-01,1690,6440,55.35,0
634,2022-01-01,183,2162,71.08,0
635,2022-01-01,1596,2859,63.08,0
636,2022-01-01,1531,2490,45.69,0
637,2022-01-01,2404,3760,11.52,0
638,2022-01-01,912,5980,84.02,0
639,2022-01-01,333,4385,18.6,0
640,2022-01-01,301,6687,76.03,0
641,2022-01-01,2350,4412,38.73,0
642,2022-01-01,803,2912,78.77,0
643,2022-01-01,497,2919,20.09,0
644,2022-01-01,2352,5803,11.6,0
645,2022-01-01,638,2126,66.16,0
646,2022-01-01,2828,5570,45.17,0
647,2022-01-01,1020,1281,74.08,0
648,2022-01-01,206,657,30.82,0
649,2022-01-01,400,2030,26.82,0
650,2022-01-01,1511,6219,23.65,0
651,2022-01-01,1453,1987,150.06,0
652,2022-01-01,1728,5643,41.51,0
653,2022-01-01,563,4470,25.06,0
654,2022-01-01,2688,1903,9.62,0
655,2022-01-01,1802,4974,76.26,0
656,2022-01-01,1045,4796,142.03,0
657,2022-01-01,1,6547,8.04,0
658,2022-01-01,791,2815,62.82,0
659,2022-01-01,134,6569,69.6,0
660,2022-01-01,1163,829,3.76,0
661,2022-01-01,579,4585,58.22,0
662,2022-01-01,1536,657,57.95,0
663,2022-01-01,2404,5559,17.38,0
664,2022-01-01,447,4380,106.35,0
665,2022-01-01,640,18,54.14,0
666,2022-01-01,1016,6590,61.85,0
667,2022-01-01,2878,2015,129.0,0
668,2022-01-01,1670,5577,64.42,0
669,2022-01-01,1122,4335,15.26,0
670,2022-01-01,2438,805,146.96,0
671,2022-01-01,1253,6579,48.53,0
672,2022-01-01,1106,2923,5.29,0
673,2022-01-01,1887,6973,56.45,0
674,2022-01-01,1581,2755,79.87,0
675,2022-01-01,736,706,31.58,0
676,2022-01-01,2306,929,2.07,0
